Duration	Gender	Age	Region	AN_1	AN_2	AN_3	AN_4	AN_5	AN_6	AN_7	AN_8	AC_1	AC_2	AC_3	AC_4	AC_5	AC_6*	AC_7	AC_8	AC_9*	AC_10	AC_11	RATE_WITCH	MR_1	MR_2	MR_3	MR_4	MR_5	MR_6	MR_7	MR_8	MR_9	MR_10	MR_11	MR_12	MR_13	SBS_1	SBS_2	SBS_3	SBS_4	SBS_5	SBS_6	AM_1	AM_2	AM_3	AM_4	AM_5	AM_6	AM_7	AM_8	AM_9	AM_10	AM_11	AM_12	AM_13	AM_14	AM_15	IRI_2:EC	IRI_3:PT*	IRI_4:EC*	IRI_8:PT	IRI_9:EC	IRI_11:PT	IRI_14:EC*	IRI_15:PT*	IRI_18:EC*	IRI_20:EC	IRI_21:PT	IRI_22:EC	IRI_25:PT	IRI_28:PT	REL	FNL1	FNL2	EDU	NAT_1	NAT_2	NAT_3	NAT_4	EXCLUDE	LNG1	LNG2	EXP_1	EXP_2	EXP_3	RHAB
588	女性	24	北海道・東北	4	3	2	4	5	5	5	4	4	5	2	5	6	6	6	3	4	6	3	A	5	3	2	5	3	3	3	5	5	3	3	2	4	1	2	-2	0	-2	1	1	8	8	8	1	6	0	8	0	9	6	8	6	1	3	2	6	4	3	2	5	5	2	3	2	5	3	3	2	なし	仏教式		大学・大学校	日本	アメリカ	自営業	カルフォルニア州		はい		7	2	2	10
410	女性	25	北海道・東北	1	4	4	3	4	4	4	3	6	5	6	7	7	7	6	6	6	3	6	A	3	5	3	3	3	3	3	4	4	3	4	4	3	-3	-3	0	0	3	-2	8	3	4	2	0	4	3	0	4	3	6	6	4	0	2	4	4	3	3	3	2	4	3	3	6	4	4	2	4	仏教	仏教式		高等学校	日本	日本	美容師	宮城県		はい	ネイティブ(母語が日本語である)	2	6	5	4
349	男性	20	関東	2	3	3	3	3	4	4	5	5	6	6	4	3	6	6	6	2	6	6	A	2	2	2	2	2	2	2	3	4	4	3	5	3	-2	-3	-2	4	1	3	2	8	9	8	4	8	5	1	1	0	1	3	2	6	4	5	5	3	5	4	3	3	4	5	4	4	2	4	4	なし	無宗教式		大学・大学校	日本	日本	教師	東京		はい		8	8	1	3
438	男性	31	近畿（関西）	4	3	3	4	1	4	4	4	7	7	6	5	5	4	4	4	4	4	4	A	4	4	4	4	4	4	4	4	4	4	4	4	4	0	0	0	0	0	0	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	4	4	4	4	4	4	4	4	4	4	4	4	4	4	仏教	仏教式		大学・大学校	日本	日本	無職	兵庫県		はい		5	1	6	0
666	男性	46	中部・北陸	3	5	5	5	1	5	5	5	4	4	4	4	4	7	7	4	4	4	4	A	5	4	2	2	2	3	3	1	1	4	1	4	4	3	3	2	0	3	3	3	7	0	0	5	8	0	0	0	7	0	6	5	0	8	7	7	4	7	7	6	1	1	1	7	6	7	2	2	無し	仏教式		大学院	日本	日本	会社員	愛知県		はい	ネイティブ(母語が日本語である)	1	1	1	6
622	女性	48	関東	4	5	3	4	3	3	3	3	7	7	2	6	6	6	7	5	1	6	2	B	1	1	1	1	1	1	1	1	2	1	1	2	1	2	3	3	2	0	1	5	6	4	3	7	8	3	6	5	7	7	6	7	7	5	5	5	4	5	6	6	4	3	3	5	5	5	5	6	なし	仏教式		専門学校・高等専門学校（高専）・短期大学	日本	日本	看護師	東京都		はい		6	3	1	0
508	女性	20	中部・北陸	1	4	4	5	5	5	4	5	3	7	3	5	5	5	7	5	7	4	5	A	4	3	7	2	3	3	4	4	4	4	4	4	4	2	2	0	-1	1	3	10	10	6	0	10	8	5	5	5	10	10	10	10	0	10	7	6	6	3	6	4	4	4	4	3	5	4	6	5	仏教	仏教式		専門学校・高等専門学校（高専）・短期大学	日本	日本	服屋パート	岐阜		はい	基礎レベル（Basic）	1	4	4	0
626	女性	33	関東	5	4	2	3	4	5	4	3	6	4	5	7	6	3	2	4	6	7	6	A	4	6	5	7	2	3	4	5	6	6	1	2	4	3	1	2	-2	3	4	8	10	5	3	2	8	8	6	7	9	10	8	5	6	9	5	7	6	3	3	4	5	6	2	7	5	5	6	5	神式	神式（神道式）		大学・大学校	日本	日本	醫師	東京		はい	ネイティブ(母語が日本語である)	6	7	5	6
507	男性	24	九州・沖縄	5	5	5	5	5	5	3	4	5	6	3	4	3	3	2	2	7	3	1	A	2	2	2	2	2	2	2	2	2	2	2	2	2	0	0	0	1	1	4	8	3	5	8	6	6	5	7	5	6	6	6	5	5	6	4	5	2	5	5	5	2	2	2	6	6	5	5	6	なし	無宗教式		大学・大学校	日本	日本	営業	沖縄		はい		3	5	1	0
574	女性	37	中部・北陸	4	5	1	4	5	3	5	4	6	7	3	2	2	7	6	6	1	5	3	A	1	1	1	1	1	1	1	1	2	1	1	4	1	-4	-4	2	-4	-4	1	10	7	0	0	6	10	0	0	0	10	0	10	8	8	10	6	7	1	7	7	7	1	1	1	7	7	7	7	7	仏教	仏教式		高等学校	日本	日本	無職主婦	静岡県		はい		6	6	1	3
777	女性	47	関東	4	4	4	3	2	3	3	3	4	4	3	3	4	5	4	4	3	4	3	A	4	4	4	4	4	4	4	4	4	4	4	4	4	2	2	2	2	2	1	6	6	6	5	5	6	5	6	5	5	5	5	5	5	5	4	5	5	4	5	4	4	3	5	5	4	4	3	4	なし	仏教式		専門学校・高等専門学校（高専）・短期大学	日本	日本	公務員	千葉		はい		4	3	1	6
841	女性	40	関東	5	4	4	5	2	4	2	4	5	1	1	1	2	7	1	1	7	1	1	A	2	2	1	1	1	1	2	2	2	1	1	3	2	-3	-3	3	0	3	0	0	10	5	0	8	10	0	5	0	10	5	10	10	2	10	6	6	6	6	7	7	2	1	5	6	6	6	5	6	なし	仏教式		大学・大学校	日本	日本	ライター	茨城県		はい		5	5	1	5
742	女性	43	関東	5	4	3	4	2	1	1	1	7	6	4	6	6	7	4	4	1	4	3	A	1	1	1	1	1	1	1	1	4	1	1	1	1	-4	-4	-4	-4	-4	0	5	7	5	3	5	10	0	0	0	10	0	10	5	0	10	5	7	1	4	7	5	1	3	1	6	7	7	4	4	なし	仏教式		大学・大学校	日本	日本	建築	東京都		はい		4	6	1	0
672	男性	45	関東	3	4	3	3	2	4	2	2	6	5	4	4	3	4	4	4	4	4	4	A	4	4	4	3	3	4	3	4	4	4	1	2	3	-3	-3	-3	2	0	0	1	2	0	0	1	4	0	1	1	8	5	2	1	1	7	5	5	4	7	7	4	2	3	5	4	4	5	3	4	なし	仏教式		大学・大学校	日本	日本	会社員	群馬県		はい		8	1	1	0
425	男性	41	中部・北陸	3	3	3	3	2	4	3	3	4	4	4	4	4	4	4	4	1	4	4	A	7	7	7	7	7	7	7	7	7	7	7	7	7	-4	0	0	0	0	0	5	0	0	0	0	5	0	0	0	6	0	0	0	0	6	1	4	7	4	1	4	7	1	7	4	4	1	1	1	なし	その他	葬式はしない	大学・大学校	日本	日本	会社役員	石川		はい		6	6	1	1
1004	女性	53	近畿（関西）	3	4	3	3	3	3	3	2	5	4	2	2	4	5	4	4	4	4	3	A	4	4	4	4	4	4	4	4	4	4	3	4	4	0	1	0	0	0	1	5	6	4	4	4	6	4	4	4	6	4	5	5	4	5	4	5	3	4	5	4	4	4	4	4	4	4	3	3	なし	仏教式		高等学校	日本	日本	専業主婦	大阪府		はい		4	3	1	3
1015	女性	24	関東	5	3	2	3	2	4	4	3	4	4	3	3	3	7	4	4	7	4	4	A	4	4	3	2	3	4	4	5	3	4	4	4	4	0	0	0	0	0	0	3	6	1	3	7	4	0	5	5	6	5	5	5	5	5	4	4	5	4	3	3	4	4	4	4	3	4	4	4	なし	無宗教式		専門学校・高等専門学校（高専）・短期大学	日本	日本	広告代理店	東京都		はい	基礎レベル（Basic）	1	1	1	0
20121	男性	35	中部・北陸	4	5	3	2	1	5	4	2	7	7	4	7	6	7	5	6	2	6	6	A	2	1	1	3	3	3	3	2	3	3	1	3	3	2	4	4	0	2	4	10	3	2	2	9	8	5	3	2	5	5	5	5	1	8	7	3	6	5	4	2	5	3	3	7	3	6	5	7	なし	仏教式		高等学校	日本	日本	会社員	福井県		はい		2	2	1	1
348	男性	24	近畿（関西）	4	3	4	4	4	2	4	2	4	2	3	3	4	2	4	2	2	5	2	B	3	2	5	3	2	5	2	2	4	2	2	4	2	-3	4	3	3	3	2	1	1	6	3	1	1	1	4	2	5	6	2	4	3	5	3	4	4	5	2	3	2	4	2	2	5	6	2	5	なし	無宗教式		大学・大学校	日本	日本	アルバイト	大阪府		はい		5	4	3	3
410	女性	25	関東	5	3	2	2	3	3	3	2	5	3	3	5	4	6	6	3	3	2	2	B	2	4	5	4	4	4	4	3	4	6	5	4	7	-1	0	-1	2	0	-2	4	2	4	4	3	3	4	4	2	9	4	4	6	5	10	5	7	5	5	3	4	5	3	6	7	1	5	7	5	なし	無宗教式		大学・大学校	日本	日本	会社員	東京		はい		1	2	3	1
622	男性	57	近畿（関西）	1	1	1	3	1	1	1	1	7	2	1	1	3	1	1	1	1	1	1	A	6	2	2	2	2	2	2	2	1	1	1	3	2	-4	-4	-4	-4	-4	-4	0	2	0	0	0	2	0	0	0	2	0	1	1	0	1	6	5	5	6	6	6	3	6	2	6	6	6	5	5	なし	仏教式		大学・大学校	日本	日本	会社員	京都府		はい	ネイティブ(母語が日本語である)	7	3	1	0
735	女性	27	中部・北陸	3	5	4	4	2	2	2	2	5	5	2	2	3	5	5	3	6	4	3	A	4	4	3	4	5	2	3	3	3	3	2	3	4	-2	2	3	4	4	4	7	8	7	8	9	8	4	6	5	7	5	4	8	5	4	5	3	5	3	5	6	3	5	3	5	5	6	2	5	なし	仏教式		専門学校・高等専門学校（高専）・短期大学	日本	日本	会社員	愛知県		はい		5	2	1	3
1337	女性	31	関東	5	5	4	5	5	5	5	5	7	7	4	7	6	7	7	6	4	6	4	A	1	1	1	1	1	1	1	1	1	1	1	1	1	3	3	2	4	3	4	10	8	8	9	10	9	10	9	10	10	10	10	10	10	10	7	2	1	7	7	7	1	1	1	6	7	7	7	7	なし	無宗教式		大学院	日本	日本	サービス業	神奈川県		はい	ネイティブ(母語が日本語である)	7	6	6	2
1602	男性	56	中国・四国	5	4	3	4	3	4	4	4	7	4	2	1	4	6	7	4	2	4	2	A	1	1	1	1	1	1	1	1	4	1	1	1	1	4	4	4	4	4	4	10	10	7	5	8	10	5	10	5	10	10	8	10	8	10	7	4	2	7	7	7	1	1	2	7	7	7	4	7	なし	仏教式		高等学校	日本	日本	会社員	島根県		はい		4	4	1	5
1202	女性	27	関東	4	4	4	3	1	3	3	3	4	4	4	4	4	4	4	4	2	4	4	A	3	2	2	2	2	2	2	2	2	2	2	2	2	1	2	0	1	0	3	8	7	0	0	7	8	1	0	0	8	0	8	0	0	8	5	6	4	6	5	5	2	4	2	6	4	5	4	5	仏教	仏教式		専門学校・高等専門学校（高専）・短期大学	日本	日本	会社員	東京都		はい		5	2	1	0
372	男性	37	北海道・東北	4	2	3	3	2	2	2	2	6	6	5	5	5	5	6	5	5	5	5	B	5	4	4	4	4	4	4	4	4	5	5	5	4	-3	-3	-3	-4	-4	-4	4	2	3	3	3	3	3	2	3	3	2	2	2	2	3	5	4	4	4	4	4	4	4	5	4	3	4	5	4	仏教	仏教式		大学・大学校	日本	日本	IT	北海道		はい		4	5	4	3
600	男性	54	関東	4	4	4	4	4	4	4	4	7	7	1	4	4	5	5	5	1	2	4	A	4	3	3	3	3	5	4	4	5	4	2	4	4	4	2	4	4	4	4	5	7	5	0	1	6	1	1	1	6	5	5	5	1	5	5	5	4	4	4	4	4	5	5	5	5	4	5	5	なし	神式（神道式）		大学・大学校	日本	日本	会社員	神奈川県		はい		6	4	2	0
683	女性	21	関東	4	4	4	4	4	5	3	4	3	2	1	1	3	7	4	2	5	2	1	A	2	2	2	2	3	2	3	3	4	3	2	3	3	-1	0	2	0	0	0	0	8	0	0	0	8	0	0	0	9	0	8	6	0	6	4	2	2	5	5	5	2	2	2	5	5	4	4	5	なし	仏教式		大学・大学校	日本	日本	学生	東京		はい		4	2	1	3
602	男性	44	近畿（関西）	5	5	5	5	5	5	5	5	7	7	7	7	7	7	7	7	1	7	7	A	1	1	1	1	1	1	1	1	1	1	1	1	1	4	4	4	4	4	4	0	0	0	0	0	8	0	0	7	9	0	6	6	0	6	7	1	1	6	7	7	1	1	1	7	7	7	7	7	なし	仏教式		大学・大学校	日本	日本	会社員	京都府		はい		8	8	6	3
376	男性	59	関東	4	4	4	4	4	4	4	4	7	7	4	6	6	6	6	6	5	5	5	A	3	3	3	3	3	3	3	3	2	2	2	2	2	2	1	1	1	1	1	5	7	7	5	5	8	4	7	4	8	7	7	6	5	7	5	4	4	4	5	5	5	5	5	5	4	5	4	4	仏教	仏教式		大学・大学校	日本	日本	会社印	東京都		はい	ネイティブ(母語が日本語である)	5	4	1	0
518	男性	57	中国・四国	4	4	4	4	3	4	4	4	4	4	4	4	4	5	4	4	4	4	4	B	2	3	3	3	3	3	3	3	3	3	3	3	3	1	1	0	0	0	1	6	6	7	6	6	7	6	6	7	7	7	7	7	7	7	5	5	3	5	5	5	3	5	4	5	5	5	5	5	なし	その他	とくになし	高等学校	日本	日本	会社員	岡山		はい		6	4	3	3
543	女性	38	中部・北陸	1	2	1	2	2	3	1	1	4	1	4	1	1	5	2	1	5	3	1	A	1	1	1	3	4	1	2	2	6	4	4	4	3	-4	-3	-2	-2	-2	-2	2	3	2	3	2	2	2	2	2	3	3	3	3	3	3	4	3	4	4	4	4	4	4	4	4	4	4	4	4	なし	仏教式		大学・大学校	日本	日本	パート	愛知		はい	ネイティブ(母語が日本語である)	1	1	1	0
603	女性	44	九州・沖縄	4	4	3	2	1	4	3	3	4	3	2	2	4	4	4	2	5	4	2	A	3	3	3	3	2	2	3	2	2	3	1	3	3	0	1	1	0	1	1	5	5	5	5	6	5	5	5	5	5	5	5	6	5	5	4	5	3	5	5	4	3	2	3	4	5	4	5	5	なし	無宗教式		高等学校	日本	日本	無職	福岡		はい		6	3	1	10
618	男性	38	関東	5	5	5	5	5	5	5	5	7	7	1	1	4	7	3	1	1	4	1	A	3	3	3	3	3	3	3	2	4	3	1	3	3	0	4	4	0	0	4	7	5	5	5	5	5	5	5	5	5	5	5	5	5	5	7	3	5	3	6	4	3	3	2	5	3	3	3	2	無し	仏教式		中学校	JAPAN	JAPAN	無職	東京都		はい		7	7	1	1
3344	男性	47	中部・北陸	5	5	4	4	2	3	4	3	6	4	3	3	5	5	3	4	3	4	5	B	2	3	2	3	3	2	2	3	5	3	2	4	3	0	2	1	-1	-2	1	2	9	6	7	4	3	3	6	3	7	6	4	6	6	6	4	5	3	5	5	3	3	5	2	5	3	4	3	3	なし	無宗教式		大学・大学校	日本	日本	会社員	長野県		はい	ネイティブ(母語が日本語である)	6	8	4	0
552	女性	39	近畿（関西）	5	4	3	3	1	4	3	3	4	6	4	5	4	5	4	4	2	4	4	A	3	2	2	2	2	2	2	2	4	2	2	3	3	0	0	-1	0	0	1	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	4	3	4	4	5	4	3	4	5	4	3	4	4	なし	無宗教式		高等学校	日本	日本	主婦	奈良県		はい		5	1	1	0
1163	女性	40	関東	4	4	4	3	1	2	1	1	4	5	4	4	5	6	5	4	4	4	4	B	3	2	2	2	2	2	2	2	2	2	2	2	3	1	1	-2	-2	0	1	3	7	5	0	0	6	0	5	0	6	0	0	0	5	6	3	5	2	4	4	5	2	2	1	6	4	3	2	4	なし	無宗教式		高等学校	日本	日本	会社員	千葉県		はい		6	2	1	0
677	男性	41	中部・北陸	4	5	4	4	3	4	4	4	4	3	2	2	4	5	4	3	1	2	1	A	3	3	3	2	3	2	3	2	2	3	1	4	4	0	1	1	1	1	2	5	5	5	5	6	6	5	6	5	6	6	6	6	5	6	3	5	3	5	4	5	4	3	4	5	5	4	4	5	なし	仏教式		大学院	日本	日本	公務員	愛知県		はい		6	4	1	1
963	女性	37	九州・沖縄	3	4	4	4	3	3	2	2	4	4	2	4	2	3	3	3	4	3	4	A	2	1	1	1	1	1	1	1	2	1	2	3	2	1	2	0	-1	0	0	8	5	6	7	3	2	2	2	6	3	6	4	3	7	7	4	4	3	5	4	4	3	4	4	4	3	4	4	4	仏教	仏教式		高等学校	日本	日本	主婦	熊本		はい		8	1	1	1
506	女性	40	中部・北陸	4	3	3	3	3	2	3	3	6	6	6	5	4	6	6	6	6	6	6	A	5	3	3	3	3	1	1	2	2	1	1	2	2	-4	-4	-3	-4	-4	-4	4	6	6	6	6	6	6	6	6	6	6	6	6	6	6	3	3	3	4	4	4	4	4	4	3	5	5	5	4	なし	無宗教式		大学・大学校	日本	日本	無職	愛知県		はい	ネイティブ(母語が日本語である)	4	4	4	0
1460	女性	30	中部・北陸	4	4	3	3	4	3	3	2	4	3	3	3	4	5	3	3	4	2	2	A	3	2	2	4	3	1	1	1	3	1	1	3	4	1	1	1	1	-1	1	4	7	6	3	4	7	3	5	3	7	5	7	6	4	7	5	3	3	5	6	6	1	3	2	5	5	6	6	5	なし	仏教式		大学・大学校	日本	日本	会社員	愛知県		はい		4	3	1	2
413	男性	47	北海道・東北	5	3	4	4	1	4	3	2	5	5	6	3	3	4	6	5	1	3	5	A	3	5	1	1	1	4	1	1	1	1	1	2	1	-4	-4	-4	-4	-4	-4	2	10	0	0	6	10	0	1	6	10	0	4	0	0	10	7	4	1	6	7	6	1	1	1	6	7	6	4	7	なし	仏教式		大学院	日本	日本	会社員	北海道		はい		6	2	1	1
501	男性	29	近畿（関西）	2	2	2	4	4	4	2	2	4	4	4	4	4	4	4	4	4	4	4	A	3	3	3	3	3	3	3	3	3	3	3	3	3	-3	-3	-3	-3	-3	-3	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	3	3	3	3	3	3	3	3	3	3	3	3	3	5	なし	仏教式		大学・大学校	日本	日本	会社員	京都		はい		6	1	2	0
749	男性	27	関東	3	3	3	3	4	4	2	2	6	7	4	2	4	5	3	2	7	1	1	A	3	4	4	4	4	3	3	3	4	3	2	4	4	0	2	0	0	0	3	8	7	3	8	5	7	4	3	3	3	5	5	3	0	5	5	3	3	5	6	5	2	2	3	7	6	6	3	4	浄土真宗	その他	浄土真宗	高等学校	日本	日本	契約社員	神奈川県		はい		7	8	1	2
402	女性	29	中部・北陸	3	2	3	3	2	2	2	2	4	5	4	4	4	4	4	4	4	4	4	A	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	-1	1	0	0	5	6	5	5	5	6	5	5	5	6	5	5	5	5	5	5	5	2	3	3	3	5	5	5	5	5	5	5	5	なし	仏教式		専門学校・高等専門学校（高専）・短期大学	日本	日本	助産師	愛知県		はい	基礎レベル（Basic）	5	1	1	0
947	女性	49	中部・北陸	4	4	2	2	2	1	1	2	4	5	3	5	4	5	4	4	3	5	5	A	2	1	2	2	2	1	1	1	4	1	5	3	3	0	1	0	2	1	2	6	2	4	5	6	3	4	9	5	10	6	8	7	8	7	2	5	5	3	2	3	3	3	4	5	5	4	4	2	浄土真宗	神式（神道式）		専門学校・高等専門学校（高専）・短期大学	日本	日本	会社員	富山県		はい		2	1	1	0
1990	女性	40	近畿（関西）	4	2	3	2	1	2	3	2	1	2	2	1	4	4	4	4	4	2	2	A	2	3	3	3	4	4	3	2	3	4	2	5	6	-3	-4	-3	0	-3	-2	5	5	5	5	5	5	5	5	5	5	5	5	5	4	5	3	6	4	3	5	4	4	4	3	5	6	4	3	5	なし	仏教式		大学・大学校	日本	日本	会社員	大阪府		はい	ネイティブ(母語が日本語である)	4	4	1	0
1845	男性	49	中部・北陸	3	3	3	4	3	4	3	3	5	6	4	6	5	5	6	6	2	7	5	A	4	3	3	4	3	3	3	2	3	3	2	4	4	0	1	2	1	1	0	5	6	5	5	6	6	5	5	6	7	6	7	6	6	7	3	4	4	4	4	4	4	5	4	5	3	4	3	4	仏教	仏教式		専門学校・高等専門学校（高専）・短期大学	日本	日本	自営業	三重県		はい		7	2	1	0
700	男性	60	関東	3	3	3	4	1	5	3	2	7	2	1	3	3	6	1	4	1	1	1	B	1	1	1	1	1	1	1	1	1	1	1	1	1	0	2	1	0	0	3	1	7	0	6	7	8	5	8	0	10	7	10	10	5	7	3	6	3	6	6	2	3	1	1	4	7	4	2	3	仏教	仏教式		大学院	日本	日本	会社員	東京都		はい		7	4	1	2
463	男性	30	九州・沖縄	4	4	4	2	1	4	2	2	6	6	6	6	5	6	6	6	2	6	6	A	6	6	4	6	6	3	3	3	5	3	2	6	6	3	2	3	3	3	3	8	6	3	8	3	6	2	2	2	6	2	2	2	2	6	3	5	5	3	3	3	5	5	5	3	3	3	3	3	なし	仏教式		大学・大学校	日本	日本	プログラマー			はい		2	1	1	0
778	男性	58	北海道・東北	5	4	3	4	2	2	2	1	6	6	4	7	6	6	6	6	1	6	4	A	2	1	2	2	2	2	1	1	2	1	1	1	1	0	0	0	1	1	1	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	4	5	1	4	6	7	1	5	2	7	7	6	2	5	仏教	仏教式		高等学校	日本	日本	無職	秋田県		はい		2	1	1	3
1135	男性	50	中部・北陸	5	5	1	2	5	4	4	1	2	2	2	1	1	6	2	2	2	1	1	A	1	2	2	1	1	1	1	1	2	1	1	2	2	2	2	-3	-3	0	3	0	10	0	0	0	8	0	0	0	10	0	0	0	0	8	4	4	2	5	5	6	3	3	2	5	6	3	5	1	仏教	仏教式		大学・大学校	日本	日本	看護師	福井県		はい		1	1	1	0
532	女性	31	中部・北陸	4	4	3	4	3	4	3	2	6	5	5	5	4	5	5	4	3	6	4	A	3	6	3	3	3	2	4	2	3	2	2	4	4	1	1	1	0	1	2	1	6	5	4	6	6	3	5	2	6	1	2	2	4	6	5	4	3	6	4	6	4	1	4	5	6	5	6	4	なし	仏教式		大学・大学校	日本	日本	主婦	愛知県		はい		1	2	1	0
1747	女性	52	関東	3	3	3	3	3	3	3	3	5	4	4	4	5	4	5	4	5	4	4	A	2	2	2	2	2	2	2	2	3	2	2	2	2	0	0	-1	0	-1	0	5	4	5	5	5	5	8	5	5	4	5	5	4	5	5	4	4	3	4	4	5	4	5	3	5	5	4	5	4	なし	無宗教式		専門学校・高等専門学校（高専）・短期大学	日本	日本	パート	東京都		はい	基礎レベル（Basic）	4	1	1	0
1214	男性	60	近畿（関西）	3	4	4	4	4	4	3	4	4	4	4	4	4	4	4	4	4	4	4	A	3	3	3	3	3	3	3	3	3	3	3	3	3	1	1	1	1	1	1	4	6	4	4	4	6	4	4	4	6	4	6	6	4	6	5	3	3	5	5	5	3	4	3	5	5	5	5	5	仏教	仏教式		大学・大学校	日本	日本	会社員	兵庫県		はい		4	1	1	3
367	男性	45	関東	2	3	2	2	2	3	2	2	3	3	2	2	4	5	4	3	4	4	2	A	3	3	3	3	3	3	3	3	3	3	3	3	3	1	-2	1	-2	-2	2	3	7	5	2	2	7	2	5	2	8	7	7	5	5	7	3	5	4	3	3	3	4	5	4	3	4	4	4	3	なし	仏教式		大学・大学校	日本	日本	会社員	東京		はい		6	3	1	1
434	女性	59	中部・北陸	4	4	4	4	3	5	4	4	3	1	1	1	1	4	2	1	4	1	1	A	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	2	8	7	0	5	8	0	6	3	9	5	7	7	5	7	5	5	3	5	5	5	3	3	3	6	5	4	5	5	なし	仏教式		大学・大学校	日本	日本	会社員	愛知県		はい		6	3	1	0
554	男性	60	関東	5	5	5	4	4	4	4	4	6	6	2	4	4	6	6	4	2	2	2	A	2	1	1	2	1	2	2	1	1	2	1	2	2	2	2	4	2	1	3	9	2	0	1	8	8	1	1	7	9	3	2	6	1	6	4	4	4	4	5	5	3	5	5	5	5	5	3	4	神道	神式（神道式）		大学・大学校	日本	日本	会社役員	千葉県		はい		7	5	1	10
388	女性	40	関東	4	4	4	4	4	4	4	2	5	5	3	2	3	4	3	3	3	3	3	B	3	3	3	3	3	3	3	3	3	3	3	3	3	-3	-3	-2	-3	-3	-2	6	6	4	4	6	6	4	4	4	6	4	6	6	4	6	5	5	3	3	5	5	3	3	3	5	3	5	5	5	仏教	仏教式		大学・大学校	日本	日本	会社員	神奈川県		はい		6	8	4	6
1007	女性	38	関東	4	4	4	4	2	4	3	2	5	4	3	3	4	4	4	4	4	4	3	A	1	1	1	1	2	1	1	1	1	1	1	1	1	4	4	4	4	4	4	2	4	3	0	6	5	0	2	1	8	5	3	4	0	2	4	4	4	3	4	2	3	3	3	5	4	3	3	3	カトリック	キリスト教式		大学院	日本	日本	心理士	東京都		はい	ネイティブ(母語が日本語である)	3	4	1	10
575	女性	27	関東	4	4	2	4	2	4	3	2	4	4	3	3	3	4	4	2	4	2	3	A	5	4	3	5	4	3	3	4	5	4	3	5	5	-3	-3	-1	1	-2	1	2	7	6	0	0	7	0	3	0	7	5	3	3	1	6	4	5	4	5	5	5	2	2	4	5	5	4	2	3	なし	仏教式		大学・大学校	日本	日本	医療	東京都		はい		1	1	1	1
763	女性	30	中部・北陸	5	5	5	5	5	5	5	5	4	5	4	3	3	6	4	3	4	4	2	A	1	1	1	1	1	1	1	1	1	1	1	1	1	0	4	4	4	3	4	10	7	4	8	5	7	3	5	5	8	8	5	8	5	7	4	6	1	5	7	6	1	1	1	7	5	6	3	5	仏教	仏教式		専門学校・高等専門学校（高専）・短期大学	日本	日本	卸売り	山梨県		はい		6	4	1	2
510	男性	60	関東	4	4	3	4	3	4	4	4	3	3	6	4	3	5	4	3	3	2	5	A	2	3	1	3	3	3	2	1	3	2	2	4	4	-2	-2	2	3	0	2	5	5	7	3	7	8	3	5	3	8	8	8	8	8	8	5	5	4	5	5	6	2	3	3	5	5	5	3	5	仏教	仏教式		大学・大学校	日本	日本	会社役員	埼玉県		はい	ネイティブ(母語が日本語である)	6	6	1	10
460	男性	54	関東	3	3	2	3	2	4	4	2	5	4	4	4	4	6	4	4	4	4	1	A	2	2	1	2	2	1	2	1	2	2	1	1	1	0	0	0	0	0	3	1	7	4	1	3	8	3	7	5	8	5	5	6	5	6	4	3	3	5	4	5	3	3	3	6	5	5	5	4	なし	仏教式		大学・大学校	日本	日本	自営	東京		はい		4	2	1	2
745	女性	53	関東	3	3	3	3	3	3	3	3	4	4	4	4	4	4	4	4	4	4	4	B	3	3	3	3	3	3	3	3	3	3	3	3	3	0	0	0	0	0	0	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	3	3	3	3	3	3	3	3	3	3	3	3	3	なし	仏教式		専門学校・高等専門学校（高専）・短期大学	日本	日本	アルバイト	山梨県		はい		1	1	1	0
645	女性	52	関東	4	4	4	4	1	4	4	3	7	7	4	4	7	7	7	7	1	4	2	A	1	1	1	2	2	2	2	1	7	1	1	1	4	-4	-4	0	-4	-4	-4	5	7	3	7	6	7	3	4	6	7	3	5	5	3	8	4	3	3	5	5	5	3	3	3	4	6	5	5	5	なし	仏教式		高等学校	日本	日本	主婦	神奈川県		はい	ネイティブ(母語が日本語である)	5	1	1	0
837	女性	34	九州・沖縄	5	5	5	3	1	3	3	3	4	4	4	4	4	4	4	4	7	4	4	A	1	1	1	2	1	1	1	1	1	1	1	2	2	0	0	0	0	0	0	5	8	8	2	5	8	1	8	8	10	5	8	8	8	8	4	4	2	4	4	4	2	3	2	4	3	2	5	5	キリスト教、仏教	仏教式		専門学校・高等専門学校（高専）・短期大学	日本	日本	主婦	鹿児島		はい	ネイティブ(母語が日本語である)	5	1	1	2
962	女性	47	近畿（関西）	4	4	4	4	1	2	2	2	4	4	4	4	4	4	4	4	4	4	4	A	1	1	1	1	1	1	1	1	1	1	1	3	1	0	0	0	0	0	0	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	3	3	3	3	3	3	3	3	3	3	3	3	3	3	なし	仏教式		高等学校	日本	日本	販売業	兵庫県		はい		2	2	2	0
