id	cul	MR_1	MR_2	MR_3	MR_4	MR_5	MR_6	MR_7	MR_8	MR_9	MR_10	MR_11	MR_12	MR_13	AN_1	AN_2	AN_3	AN_4	AN_5	AN_6	AN_7	AN_8	AC_1	AC_2	AC_3	AC_4	AC_5	AC_6.	AC_7	AC_8	AC_9.	AC_10	AC_11	SBS_1	SBS_2	SBS_3	SBS_4	SBS_5	SBS_6	AM_1	AM_2	AM_3	AM_4	AM_5	AM_6	AM_7	AM_8	AM_9	AM_10	AM_11	AM_12	AM_13	AM_14	AM_15	IRI_2.EC	IRI_4.EC.	IRI_9.EC	IRI_14.EC.	IRI_18.EC.	IRI_20.EC	IRI_22.EC	IRI_3.PT.	IRI_8.PT	IRI_11.PT	IRI_15.PT.	IRI_21.PT	IRI_25.PT	IRI_28.PT	EXP_1	EXP_2	EXP_3	RHAB	FNL1	FNL2	Gender	Age	Region	REL	NAT_1	NAT_2	NAT_3	NAT_4	LNG_1	LNG_2	EDU	RATE_WITCH
275	JP1245	JP	7	7	7	6	5	6	6	7	6	7	7	4	4	4	4	3	4	5	5	4	4	6	5	4	4	5	3	4	5	1	5	2	0	-2	-2	0	-2	2	5	7	6	0	0	8	0	6	0	9	5	6	6	6	7	4	5	7	6	6	7	7	6	4	5	3	5	5	5	5	4	1	5	無宗教式		1	33	関東	なし	日本人	日本	会社員	東京都	はい		専門学校・高等専門学校（高専）・短期大学	A
276	JP1246	JP	5	3	6	6	6	6	6	6	5	6	7	5	6	4	4	4	4	2	4	4	4	6	4	4	4	4	4	4	4	4	3	4	0	0	0	-4	-4	-4	5	5	0	0	5	5	0	0	0	5	5	8	7	6	8	1	6	2	6	6	4	4	6	3	2	6	4	4	4	6	4	1	1	仏教式		1	43	関東	なし	日本	日本	専業主婦	千葉	はい		大学・大学校	A
277	JP1247	JP	6	7	6	7	7	7	7	7	7	7	7	7	7	4	5	5	3	4	4	3	2	3	1	2	1	2	2	1	1	4	1	1	-3	-3	-1	-4	-4	-4	1	1	1	0	0	8	0	4	0	6	2	6	3	4	6	3	1	6	4	3	7	4	1	4	7	3	4	5	4	2	2	1	0	仏教式		1	40	近畿（関西）	なし	日本	日本	無職	兵庫	はい		大学・大学校	A
278	JP1248	JP	7	7	7	7	6	7	6	7	6	7	7	5	6	4	4	2	4	2	5	4	4	6	6	3	6	5	1	5	4	4	2	2	-3	0	0	-1	-1	2	5	6	4	2	4	6	6	7	4	7	6	7	6	4	8	5	6	6	5	5	6	5	2	4	5	5	5	5	5	4	3	1	3	仏教式		1	41	近畿（関西）	なし	日本	日本	無職	兵庫県	はい		専門学校・高等専門学校（高専）・短期大学	A
279	JP1249	JP	2	5	5	5	5	6	6	6	6	6	6	5	5	4	4	4	4	2	4	4	2	6	4	2	5	4	2	3	3	5	3	3	-2	-2	-1	1	0	1	3	7	3	3	6	7	3	4	5	7	4	6	6	4	6	3	5	5	5	5	5	4	3	4	5	5	5	3	4	4	1	1	2	仏教式		0	44	関東	仏教	Japan	Japan	会社員	神奈川	はい		大学・大学校	B
280	JP125	JP	7	7	7	7	7	7	7	7	2	7	7	7	6	5	5	2	5	4	5	2	5	4	7	4	5	4	1	1	4	1	4	1	2	2	3	4	4	2	5	10	8	6	8	10	3	8	6	10	7	10	8	5	10	7	6	7	7	6	7	5	4	3	3	6	4	1	3	3	1	1	2	仏教式		1	24	九州・沖縄	なし	日本	日本	アルバイト	宮崎県	はい		高等学校	A
281	JP1250	JP	5	5	4	1	5	2	3	5	2	2	7	3	3	4	4	2	3	1	4	3	2	6	4	4	5	5	4	4	5	4	3	1	-2	-2	-2	-1	-4	1	7	9	0	0	4	10	0	0	0	10	6	6	4	0	9	2	4	5	4	6	7	6	1	2	1	5	2	1	1	3	2	1	1	無宗教式		1	41	関東	なし	日本	日本	主婦	東京	はい		大学・大学校	A
282	JP1251	JP	6	7	4	7	4	7	3	6	3	7	4	3	4	2	4	2	2	2	1	1	1	6	5	4	3	5	2	5	4	5	4	5	-2	1	-2	0	0	0	6	3	1	5	5	8	0	6	6	8	9	6	1	0	4	2	1	5	3	1	5	1	1	1	1	3	1	1	2	2	2	1	1	仏教式		1	44	北海道・東北	なし	日本	日本	専業主婦	北海道	はい		専門学校・高等専門学校（高専）・短期大学	A
283	JP1252	JP	7	7	7	7	7	7	7	7	7	7	7	7	7	4	4	4	4	1	3	3	3	4	4	3	4	3	3	4	3	2	4	4	3	3	3	3	3	3	5	8	7	5	5	8	5	5	5	8	6	7	7	5	7	5	6	5	6	5	5	4	4	4	4	3	5	4	4	3	1	1	2	仏教式		0	49	関東	なし	日本	日本	会社員	群馬	はい		大学・大学校	A
284	JP1253	JP	7	7	7	7	7	7	7	7	7	7	7	7	7	5	5	5	5	5	2	2	2	5	4	4	6	5	3	6	6	2	4	4	-4	-4	-4	3	0	0	5	10	5	7	7	7	6	8	7	7	7	7	7	7	7	6	2	6	2	2	6	6	2	6	6	2	6	6	6	1	1	1	3	仏教式		1	27	近畿（関西）	なし	日本	日本	専業主婦	大阪	はい		高等学校	B
285	JP1254	JP	7	7	7	7	7	7	7	7	5	7	7	5	6	5	5	4	4	3	4	3	3	4	5	4	3	4	2	5	3	6	4	3	1	2	2	2	2	2	4	8	0	0	3	8	0	0	3	9	0	9	0	0	9	5	5	6	6	3	7	5	1	5	6	6	7	4	5	7	4	1	2	仏教式		1	20	関東	なし	日本	日本	大学生	埼玉県	はい		高等学校	A
286	JP1255	JP	4	6	6	6	5	5	5	5	3	5	6	4	5	5	4	2	4	1	3	4	2	6	5	1	5	1	4	4	4	5	3	3	1	2	2	1	1	1	1	7	2	0	7	7	1	5	3	9	6	7	5	2	7	5	6	5	3	5	5	4	2	3	4	7	6	3	5	7	2	1	0	仏教式		0	42	中国・四国	仏教	日本	日本	介護	愛媛県	はい		大学・大学校	A
287	JP1256	JP	4	4	4	4	4	4	4	4	4	4	4	4	4	5	5	5	5	5	5	5	5	4	4	4	4	4	4	4	4	4	4	4	0	0	0	0	0	0	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	4	5	4	4	5	3	4	5	4	4	5	5	5	1	1	4	仏教式		0	54	中部・北陸	仏教徒	日本	日本	ファイナンシャルプランナー	新潟県	はい	ネイティブ(母語が日本語である)	高等学校	A
288	JP1257	JP	7	7	7	7	7	7	7	7	6	7	7	7	6	3	5	4	4	2	4	1	2	7	6	4	5	4	2	4	4	4	3	4	0	0	1	-1	1	1	5	5	4	5	5	5	0	5	4	5	5	5	5	5	5	4	3	5	4	4	5	5	3	4	4	4	4	3	4	4	1	1	2	仏教式		1	45	九州・沖縄	なし	日本	日本	秘書	福岡県	はい		大学・大学校	A
289	JP1258	JP	7	7	7	7	7	7	7	7	4	7	7	4	7	5	5	4	4	4	4	2	4	3	3	3	1	4	2	4	1	4	1	1	0	0	0	0	0	0	5	6	5	5	5	10	5	5	5	10	5	6	5	5	6	6	6	7	5	6	3	5	3	7	2	7	7	4	6	4	3	1	2	仏教式		1	52	中部・北陸	なし	日本	日本	会社員	静岡県	はい		大学・大学校	A
290	JP1259	JP	5	6	6	6	6	6	6	6	6	6	6	5	6	4	4	4	3	2	4	4	2	6	6	2	3	6	5	5	5	7	4	2	-2	-2	1	0	0	1	0	7	0	0	0	7	0	0	0	7	0	6	6	0	6	4	4	5	5	5	4	4	3	4	3	5	5	2	3	7	5	2	4	仏教式		0	43	関東	なし	日本	日本	技術者	東京	はい		大学院	A
291	JP126	JP	6	6	6	6	6	6	6	6	6	6	6	6	6	4	4	4	4	4	4	4	4	5	6	4	5	4	4	4	4	4	4	3	0	2	2	2	2	2	6	7	7	4	6	7	5	6	4	7	5	7	6	5	7	4	6	5	5	6	4	5	4	4	5	6	5	5	4	6	4	1	5	仏教式		0	50	関東	なし	日本	日本	会社員	群馬	はい		大学・大学校	B
292	JP1260	JP	5	5	4	4	4	5	4	4	4	4	4	4	4	3	4	4	3	2	3	3	3	5	4	2	2	4	1	6	2	4	1	4	-4	0	2	2	2	-3	5	6	3	3	7	6	5	5	3	5	4	4	5	5	5	4	4	4	5	4	5	4	3	4	4	4	5	4	5	3	1	1	4	仏教式		0	59	関東	なし	日本	日本	会社員	神奈川県	はい		大学・大学校	A
293	JP1261	JP	5	5	5	5	5	5	5	5	5	5	6	5	5	4	4	4	4	4	4	3	4	4	4	2	3	3	1	4	3	3	4	3	3	2	3	1	2	3	5	9	6	5	6	10	5	6	5	10	6	8	10	5	9	4	5	4	5	6	5	3	5	3	4	5	3	3	3	6	2	1	0	無宗教式		1	36	関東	なし	日本	日本	専業主婦	神奈川県	はい		大学・大学校	A
294	JP1262	JP	4	4	4	5	5	5	5	5	4	5	6	5	5	4	4	2	4	2	2	2	1	7	7	6	6	6	2	6	6	3	6	6	2	1	1	1	1	1	5	6	0	0	0	6	0	0	0	7	0	1	0	0	6	5	6	4	5	6	6	6	3	5	5	6	6	4	4	3	4	1	7	仏教式		1	46	関東	なし	日本	日本	主婦	埼玉県	はい		専門学校・高等専門学校（高専）・短期大学	B
295	JP1263	JP	6	5	7	6	6	6	7	7	3	5	7	5	5	2	1	1	1	1	1	1	1	2	2	2	2	5	2	7	1	4	2	2	-4	-4	-4	-4	-4	-4	1	6	1	2	4	7	4	1	2	7	0	1	6	0	6	5	6	5	5	6	5	4	5	4	5	5	5	5	4	6	1	1	0	仏教式		0	46	北海道・東北	なし	日本	日本	会社員	青森県	はい		高等学校	A
296	JP1264	JP	6	5	7	6	6	6	7	7	7	7	7	6	5	4	3	3	3	2	4	3	2	6	6	4	4	3	4	4	3	5	3	5	0	0	1	0	1	1	4	4	2	2	4	6	2	2	2	7	1	4	3	1	5	4	4	5	5	5	4	4	3	4	5	5	4	4	4	6	1	1	0	仏教式		0	60	関東	仏教	日本	日本	カメラマン	神奈川	はい		大学・大学校	A
297	JP1265	JP	7	7	7	7	7	7	7	6	7	7	7	7	6	3	5	4	4	3	4	5	4	4	3	3	2	2	1	1	2	7	1	1	-3	0	0	0	1	1	5	10	5	5	5	10	5	7	5	10	8	10	9	5	10	6	6	6	6	6	7	5	2	5	7	7	5	3	6	6	1	1	5	仏教式		1	39	関東	なし	日本	日本	芸術家	東京	はい		大学・大学校	A
298	JP1266	JP	4	7	7	6	7	4	5	4	3	5	6	4	3	5	3	4	3	2	2	2	3	4	1	1	1	1	1	7	1	4	1	1	-4	-2	2	-2	-2	1	10	10	3	0	5	10	0	4	5	10	3	6	4	0	7	4	4	5	5	7	7	3	5	4	3	7	5	5	5	8	8	4	3	仏教式		0	47	九州・沖縄	仏教、神道、キリスト教	日本	日本	教諭	熊本県	はい		大学・大学校	A
299	JP1267	JP	3	4	4	3	4	4	5	4	2	4	5	4	3	2	3	2	3	2	3	3	2	6	4	4	3	5	4	6	5	6	4	4	0	-1	0	0	1	1	4	6	3	1	3	6	1	3	1	6	3	4	1	2	4	4	3	4	4	4	5	4	3	4	5	5	6	4	4	5	2	1	1	仏教式		0	40	中部・北陸	なし	日本	日本	会社員	愛知県	はい		大学院	A
300	JP1268	JP	5	7	7	7	7	7	7	6	4	6	7	5	5	4	4	5	4	5	4	4	3	4	5	2	4	5	3	4	4	4	5	3	0	1	3	1	2	2	5	5	5	1	8	6	3	6	4	8	7	5	6	5	5	5	4	5	5	5	5	5	5	4	5	6	5	4	6	4	2	1	1	仏教式		1	40	関東	創価学会	日本	日本	無職	東京	はい	基礎レベル（Basic）	専門学校・高等専門学校（高専）・短期大学	B
301	JP1269	JP	7	7	7	6	7	7	7	7	7	7	7	5	4	3	4	4	4	4	5	4	4	2	1	1	1	1	1	1	1	4	1	1	0	0	2	0	0	4	0	8	7	0	0	8	0	7	0	10	9	10	10	10	10	5	4	6	6	6	6	5	1	4	5	3	6	1	4	6	4	1	0	仏教式		1	44	九州・沖縄	仏教	日本	日本	事務員	鹿児島県	はい		高等学校	A
302	JP127	JP	3	4	5	4	4	5	4	5	4	4	5	4	3	4	4	4	3	1	5	2	4	6	5	2	5	5	1	5	5	7	2	3	0	0	1	2	2	4	3	5	3	3	5	5	3	3	3	5	3	5	3	1	5	4	3	4	4	4	4	4	1	3	4	4	5	3	4	1	1	1	5	仏教式		1	33	中部・北陸	仏教	日本	日本	なし	山梨県	はい		高等学校	B
303	JP1270	JP	7	7	7	5	5	5	6	6	1	5	7	6	4	5	4	3	2	1	3	3	3	4	4	4	4	4	3	4	4	4	4	4	0	0	1	0	0	1	5	6	6	6	8	6	5	6	6	6	5	6	6	6	6	4	4	6	4	5	5	4	3	5	5	4	5	4	4	4	1	1	0	仏教式		1	31	北海道・東北	なし	日本	日本	無職	山形	はい	基礎レベル（Basic）	高等学校	A
304	JP1271	JP	7	7	7	7	7	7	7	7	7	7	7	7	7	5	5	5	5	5	5	5	5	4	4	4	4	4	4	4	4	1	4	4	4	4	4	4	4	4	7	8	8	8	5	8	5	8	5	8	8	8	8	8	8	6	5	6	6	6	6	6	6	6	6	5	6	5	5	8	8	5	2	仏教式		0	58	中国・四国	なし	日本	日本	会社員	香川県	はい		高等学校	A
305	JP1272	JP	7	7	7	7	7	7	7	7	7	7	7	7	7	4	4	4	4	1	5	4	3	5	5	4	5	6	2	4	5	4	3	1	-1	1	0	-2	1	1	5	6	6	4	5	8	4	5	5	8	5	6	7	5	6	4	4	5	4	3	5	5	3	6	5	7	7	4	5	6	2	1	0	仏教式		1	59	関東	なし	日本	日本	会社員	千葉県	はい		高等学校	A
306	JP1273	JP	7	7	7	7	7	7	7	7	7	7	7	7	7	3	3	3	3	1	3	3	3	4	4	4	4	4	4	4	4	4	4	4	-4	-4	-3	-3	-3	-3	5	4	4	4	4	5	5	5	5	5	5	5	5	5	5	4	4	4	4	4	4	4	4	4	4	4	6	4	4	1	1	1	0	無宗教式		1	49	北海道・東北	なし	日本	日本	医療事務	北海道	はい		高等学校	A
307	JP1274	JP	4	4	4	4	4	4	4	4	4	4	4	4	4	1	1	1	1	1	1	1	1	1	1	1	1	1	4	1	1	4	1	1	-4	-4	-4	-4	-4	-4	0	10	0	0	0	10	0	0	0	10	0	10	10	0	10	4	4	4	4	4	4	4	1	4	4	4	4	4	4	8	2	1	10	仏教式		1	45	関東	仏教	日本	日本	運輸業	東京	はい		大学・大学校	A
308	JP1275	JP	6	6	7	5	6	6	5	7	3	5	4	5	4	3	3	2	4	4	5	2	4	6	3	2	4	4	2	1	4	2	1	1	-4	-4	-1	-3	-3	-1	9	9	1	7	2	10	0	2	0	7	1	4	2	0	10	5	3	6	5	5	6	3	2	5	5	5	5	2	3	6	2	1	1	仏教式		1	30	関東	なし	日本	日本	医療事務	東京都	はい		大学・大学校	A
309	JP1276	JP	7	7	7	7	7	7	7	7	7	7	7	7	7	3	4	4	3	3	3	1	3	4	4	3	4	3	4	4	3	5	3	4	1	1	1	0	0	2	5	5	5	4	4	6	4	5	5	6	5	5	6	4	5	1	4	3	3	3	4	3	4	3	3	4	4	2	2	8	1	1	0	仏教式		1	44	関東	なし	日本	日本	会社員	東京都	はい		大学・大学校	B
310	JP1277	JP	5	7	7	5	3	7	7	7	1	7	7	3	3	5	5	4	5	5	5	4	2	4	4	4	1	1	1	7	1	7	4	1	4	4	4	4	4	4	0	10	6	0	0	10	0	6	0	10	6	6	6	0	6	2	7	2	4	7	6	4	1	7	7	7	7	3	4	4	4	1	3	仏教式		0	32	関東	なし	日本	日本	会社員	東京都	はい		大学・大学校	B
311	JP1278	JP	7	7	7	7	7	7	7	7	7	7	7	4	4	3	4	4	3	1	3	1	1	4	4	4	4	4	4	4	4	3	4	4	1	1	0	1	1	1	6	5	5	7	6	5	5	0	0	6	0	6	0	0	6	5	7	6	7	7	6	7	5	6	7	7	5	4	5	4	3	2	0	仏教式		1	22	中部・北陸	なし	日本	日本	学生	愛知	はい		高等学校	A
312	JP1279	JP	3	5	5	6	6	6	6	6	5	6	6	4	5	4	5	4	5	5	5	5	4	5	3	4	3	3	2	5	2	6	2	3	-2	-2	1	1	1	2	5	7	0	7	0	7	0	0	0	7	0	6	0	0	7	6	5	6	6	6	6	5	3	3	5	3	5	3	7	2	2	1	0	仏教式		1	24	中部・北陸	仏教	日本	日本	大学院生	愛知県	はい		大学・大学校	A
313	JP128	JP	3	4	5	5	5	5	5	6	4	5	6	3	4	4	4	3	4	4	4	3	2	5	4	4	4	4	3	6	5	4	4	3	0	0	1	0	0	1	6	6	6	5	6	6	5	6	5	6	6	6	5	5	6	5	4	5	4	5	5	5	2	3	5	4	4	3	3	5	4	1	5	仏教式		1	43	中国・四国	なし	日本	日本	なし	広島	はい		大学・大学校	A
314	JP1280	JP	6	6	6	5	5	6	6	7	3	5	6	6	6	3	4	4	2	3	4	4	2	3	2	4	3	4	3	5	3	6	4	4	3	2	3	3	2	1	9	5	5	5	6	5	5	6	5	5	5	4	6	5	5	4	4	4	4	4	5	4	2	3	2	4	5	2	2	3	2	1	0	仏教式		1	27	近畿（関西）	浄土真宗	日本	日本	パート	大阪府	はい		高等学校	A
315	JP1281	JP	6	6	6	6	6	6	6	6	6	6	6	5	4	3	4	2	3	1	4	3	2	6	6	4	4	4	4	5	4	4	4	4	1	1	1	1	0	1	5	5	5	5	5	6	5	5	5	6	5	5	5	5	5	4	4	5	4	4	5	5	3	5	5	4	5	5	4	6	1	1	2	仏教式		0	43	近畿（関西）	なし	日本	日本	会社員	京都府	はい	ネイティブ(母語が日本語である)	大学院	B
316	JP1282	JP	7	7	7	4	7	7	7	7	7	7	7	6	7	5	5	4	5	4	4	4	3	6	2	1	4	4	2	3	3	7	1	3	3	3	3	3	3	4	7	8	5	5	6	7	2	7	2	8	7	6	6	5	6	6	4	5	4	4	7	5	3	5	5	4	5	5	5	5	4	1	4	仏教式		1	30	関東	なし	日本	日本	看護師	千葉	はい		専門学校・高等専門学校（高専）・短期大学	B
317	JP1283	JP	6	6	6	5	6	6	6	6	5	6	7	5	6	5	5	5	4	4	5	4	2	5	3	2	1	3	2	4	1	2	1	1	1	3	1	1	-1	3	0	10	1	0	2	10	6	0	0	10	4	6	6	0	10	5	6	5	6	6	6	5	2	6	6	5	6	3	5	6	1	1	2	仏教式		1	27	関東	なし	日本	日本	会社員	神奈川県	はい		大学・大学校	B
318	JP1284	JP	5	4	6	6	5	3	5	5	5	5	7	5	3	2	4	3	4	4	4	4	3	6	7	4	4	5	3	4	4	5	6	4	-4	1	1	1	1	1	5	7	3	0	7	10	1	7	1	10	7	10	7	8	10	3	3	5	3	5	6	5	1	3	3	3	5	1	3	6	7	1	1	仏教式		1	41	北海道・東北	なし	日本	日本	主婦	北海道	はい		専門学校・高等専門学校（高専）・短期大学	B
319	JP1285	JP	4	5	5	4	4	4	4	5	4	5	6	4	4	4	4	4	4	3	4	4	4	3	5	4	4	5	3	2	2	2	5	2	0	2	1	1	2	3	0	7	1	0	1	6	4	1	2	9	3	5	3	0	6	5	3	6	5	3	5	3	4	6	6	4	6	4	4	6	5	3	5	仏教式		0	39	近畿（関西）	なし	日本	日本	トレーダ	大阪	はい		高等学校	A
320	JP1286	JP	2	5	5	5	5	6	6	5	5	5	6	5	5	4	4	3	5	4	4	2	4	3	2	2	1	2	4	2	2	4	1	1	2	1	1	0	0	-1	0	10	0	0	0	10	0	0	0	10	0	9	5	0	9	4	4	5	5	5	5	4	6	3	4	5	6	4	4	7	3	1	10	仏教式		1	50	関東	仏教と神道	日本	日本	主婦	東京	はい		大学・大学校	A
321	JP1287	JP	4	5	6	4	4	6	7	7	4	5	7	3	5	5	5	3	4	5	5	5	4	3	5	5	4	4	3	6	4	1	5	4	-4	-3	1	0	0	4	5	5	5	0	5	10	5	5	5	10	5	5	5	5	8	1	1	3	1	3	5	1	4	4	3	1	4	1	1	7	4	1	1	無宗教式		1	28	北海道・東北	なし	日本	日本	主婦	山形県	はい		高等学校	A
322	JP1288	JP	3	5	2	1	3	5	5	5	1	5	3	5	4	4	5	4	3	4	5	4	3	3	4	4	5	5	3	1	6	7	5	4	-1	0	-2	1	1	-1	2	5	3	1	10	8	3	1	2	4	3	7	4	3	0	2	3	5	3	3	5	6	3	6	4	2	4	5	2	1	1	1	0	仏教式		1	20	北海道・東北	なし	日本	日本	大学生	青森県出身ですが、	はい		高等学校	A
323	JP1289	JP	6	6	6	5	6	5	6	6	3	5	6	4	4	4	4	3	3	2	3	3	3	5	3	3	3	4	2	4	3	2	3	3	0	0	0	0	0	1	7	8	4	2	5	5	1	3	2	8	5	5	5	5	6	5	5	5	5	4	5	4	2	4	5	5	6	2	5	4	4	1	2	仏教式		0	41	九州・沖縄	仏教	日本	日本	会社役員	大分	はい		大学・大学校	A
324	JP129	JP	5	7	7	7	7	7	7	7	7	7	7	7	7	5	5	4	4	3	3	2	4	7	6	4	4	4	1	5	5	2	6	6	0	0	0	0	0	0	5	5	5	0	0	7	0	2	3	2	2	2	2	2	2	4	6	3	6	6	4	5	4	3	2	6	5	5	4	1	1	1	0	その他	特になし	1	32	関東	なし	日本	日本	医療	神奈川	はい		中学校	A
325	JP1290	JP	7	7	6	5	4	4	7	5	3	6	7	5	4	4	5	3	4	2	4	2	2	5	4	1	2	4	2	3	1	5	4	2	1	2	2	4	3	4	10	10	0	0	4	4	2	0	0	10	1	7	2	0	2	5	6	5	6	7	4	4	5	5	6	5	5	4	6	6	7	1	2	仏教式		1	39	近畿（関西）	なし	日本	日本	専業主婦	大阪府	はい		高等学校	A
326	JP1291	JP	5	7	6	7	6	7	7	7	5	7	7	4	4	5	5	5	3	1	5	3	2	5	4	2	4	5	1	3	4	6	2	1	3	3	3	4	4	4	0	9	9	1	6	10	1	10	1	10	10	10	10	10	10	3	3	6	4	4	7	3	3	5	5	4	4	2	3	4	1	1	1	仏教式		1	25	関東	なし	日本	日本	飲食業	東京都	はい		大学・大学校	A
327	JP1292	JP	4	6	6	4	5	5	4	4	4	4	4	3	3	4	4	3	4	1	4	4	4	4	4	2	4	5	2	6	4	5	4	4	-3	-3	0	0	-1	-1	3	7	6	2	0	7	0	5	0	7	0	5	5	0	6	4	3	4	3	4	5	4	5	4	4	3	5	3	4	4	3	1	3	神式（神道式）		0	43	関東	なし	日本	日本	運転手	東京	はい	ネイティブ(母語が日本語である)	大学・大学校	A
328	JP1293	JP	6	6	7	5	5	6	7	7	5	6	7	6	6	4	4	3	4	4	3	3	2	5	6	4	3	5	1	5	5	2	5	3	-3	2	2	4	1	3	5	8	5	7	8	8	1	2	0	9	2	8	8	2	8	6	4	5	5	5	6	6	3	3	5	3	5	2	2	4	3	1	3	仏教式		1	45	近畿（関西）	なし	日本	日本	会社員	大阪府	はい		高等学校	A
329	JP1294	JP	7	7	7	7	7	7	7	7	5	7	7	5	7	5	5	5	4	1	4	1	2	7	7	4	7	6	1	7	7	7	7	6	1	2	2	2	1	4	10	8	3	0	10	7	6	0	8	8	6	3	0	0	6	3	7	6	7	7	6	4	2	7	7	7	7	3	5	1	1	1	0	仏教式		1	37	九州・沖縄	なし	日本	日本	会社員	福岡県	はい		専門学校・高等専門学校（高専）・短期大学	A
330	JP1295	JP	3	5	6	5	5	5	5	7	4	5	7	5	6	4	2	2	4	1	5	3	2	4	4	4	2	2	3	6	4	7	4	2	3	3	3	3	3	3	5	5	3	3	6	6	2	2	2	7	3	5	5	3	6	5	5	5	5	4	5	5	3	4	4	5	3	4	4	2	1	1	3	仏教式		0	54	中部・北陸	なし	日本	日本	歯科医師	新潟県	はい		大学・大学校	A
331	JP1296	JP	7	7	7	7	7	7	7	7	7	7	7	7	7	5	5	5	5	5	5	5	5	4	4	4	4	4	4	4	4	4	4	4	-4	-4	-4	-4	-4	-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	7	1	7	7	1	1	7	1	1	7	1	1	1	1	1	1	0	仏教式		0	39	関東	なし	日本	日本	アルバイト	埼玉県	はい		大学・大学校	A
332	JP1297	JP	7	7	7	6	6	7	7	7	6	6	7	7	6	4	5	4	4	4	5	2	4	4	4	4	1	2	1	7	1	6	1	1	-3	-3	-3	-4	-4	2	0	5	5	0	0	10	0	0	0	8	0	0	0	0	6	5	6	6	6	6	6	4	2	3	4	2	3	2	5	4	1	1	7	仏教式		1	36	中部・北陸	なし	日本	日本	公務員	静岡県	はい		高等学校	A
333	JP1298	JP	4	4	4	3	4	4	4	4	4	4	5	4	4	3	3	3	4	1	3	1	1	4	2	4	2	4	4	4	2	4	1	1	-4	-4	-3	-4	-4	-4	0	5	0	0	0	5	0	0	0	5	0	1	1	0	2	4	3	5	4	4	2	1	2	1	3	3	4	1	1	6	2	1	0	仏教式		0	58	関東	なし	日本	日本	会社員	栃木県	はい		大学院	B
334	JP1299	JP	4	3	3	2	2	2	2	2	2	2	3	2	3	4	5	2	4	1	3	3	1	6	5	4	5	6	1	6	5	7	4	3	-2	-3	-3	-3	-3	0	7	7	2	9	9	6	2	7	2	9	7	4	4	6	5	4	2	4	4	5	4	5	3	3	4	4	5	3	7	3	3	1	0	その他	なし	1	21	北海道・東北	なし	日本	日本	学生	北海道	はい		大学・大学校	A
335	JP13	JP	4	4	4	6	6	4	4	6	7	4	6	3	4	4	4	2	4	2	4	4	4	3	4	4	1	2	4	2	2	4	1	1	1	0	0	-3	0	0	0	8	0	0	0	8	0	0	0	9	0	6	0	0	7	3	1	2	4	2	4	3	6	6	2	5	6	2	4	5	5	1	10	無宗教式		0	56	関東	神道	日本	日本	漫画家	東京都	はい		高等学校	A
336	JP130	JP	6	6	6	7	7	6	6	7	7	7	6	7	7	4	4	4	3	3	3	3	3	4	2	3	3	3	4	3	4	5	3	3	-4	-4	-4	-4	-4	-4	2	5	5	5	5	5	5	5	5	5	5	5	5	5	5	2	5	4	3	3	4	2	6	5	4	3	3	2	3	3	4	3	2	仏教式		1	34	関東	なし	日本	日本	事務	東京	はい		大学・大学校	A
337	JP1300	JP	7	7	7	7	7	7	7	7	7	7	7	7	7	5	5	4	4	2	5	5	4	4	2	2	2	3	4	4	2	6	2	1	3	1	3	3	0	2	5	8	5	3	6	6	5	7	5	6	6	6	6	6	6	6	6	6	6	5	4	6	6	6	7	2	7	3	6	3	1	1	3	仏教式		1	42	九州・沖縄	なし	日本	日本	インストラクター	福岡	はい	ネイティブ(母語が日本語である)	大学・大学校	B
338	JP1301	JP	6	5	5	6	7	6	6	5	5	6	5	6	6	5	5	4	5	5	5	5	5	6	7	3	5	6	3	6	7	2	7	6	4	3	4	2	3	4	9	9	8	9	7	6	1	1	3	7	7	7	7	7	6	6	3	5	3	2	5	6	5	6	6	2	6	6	6	8	7	8	10	無宗教式	将来性	0	34	関東	なし	日本人	日本	会社員	千葉県	はい	会話レベル（Conversational）	大学・大学校	B
339	JP1302	JP	6	7	7	7	7	7	7	6	6	6	7	7	7	5	5	4	4	2	5	5	4	6	4	6	5	4	1	5	5	4	4	3	0	3	3	3	3	4	6	9	5	9	6	9	6	5	5	9	8	9	8	5	9	6	5	6	6	7	6	6	2	6	6	5	6	6	6	6	4	1	2	仏教式		1	32	中部・北陸	なし	日本	日本	事務	岐阜県	はい		専門学校・高等専門学校（高専）・短期大学	A
340	JP1303	JP	7	7	7	7	7	7	7	7	7	7	7	3	7	3	4	4	4	3	4	3	1	7	7	3	7	7	1	4	7	7	4	2	-1	-1	-1	-1	-1	1	0	10	6	0	0	10	0	0	0	10	0	10	5	0	10	6	7	4	6	6	4	5	4	3	3	6	4	3	3	5	4	1	0	仏教式		0	58	中部・北陸	なし	日本	日本	運輸	静岡県	はい		高等学校	A
341	JP1304	JP	5	3	7	3	6	5	4	5	4	5	7	4	3	4	5	4	3	4	4	5	4	7	6	2	3	7	1	7	2	7	3	6	2	1	3	-1	1	3	8	10	7	4	7	10	8	10	6	10	8	1	7	6	7	2	3	5	6	3	7	5	5	7	6	6	5	2	3	7	4	3	2	仏教式		0	46	中部・北陸	なし	日本	日本	会社員	新潟	はい		大学・大学校	B
